job_id,saved_at,mode,source_key,codec,side,preset_label,preset_detail,success,duration_s,output_size_mb,bit_rate_kbps,profile,width,height,gop_avg,has_b_frames,w_base,w_task,delta_w,delta_t_s,delta_e_wh,poll_count,confidence_flag,confidence_label,confidence_positive,confidence_method,co2e_grams,intensity_g_per_kwh,vmaf,cpu_mean_c,cpu_peak_c,gpu_mean_c,gpu_peak_c,gpu_ppt_mean_w,gpu_ppt_peak_w,owl_sha
d44754a0,2026-05-29T04:47:38.831481,all_codecs,meridian_120s,h264,CPU,H.264 CPU,libx264 · 4000 kbps ABR · 1080p · 24 cores,True,36.3,57.07,3983.8,High,1920,1080,120.0,2,105.82,137.55,31.73,36.4,0.3208,33,🟡,Early insight,0.8731,ci,0.0131528,41,93.98,66.5,68.2,36.3,39.0,4.7,20.0,88a2696
d44754a0,2026-05-29T04:47:38.831481,all_codecs,meridian_120s,h264,GPU,H.264 GPU,h264_vaapi · 4000 kbps ABR · 1080p · full pipeline,True,19.5,54.45,3800.8,High,1920,1080,120.0,1,62.38,130.76,68.38,19.7,0.3742,18,🟢,Repeatable,1.0,ci,0.0153422,41,92.11,61.2,61.9,43.6,46.0,47.9,55.0,88a2696
d44754a0,2026-05-29T04:47:38.831481,all_codecs,meridian_120s,h265,CPU,H.265 CPU,libx265 · 2000 kbps ABR · 1080p · 24 cores,True,59.4,28.61,1992.9,Main,1920,1080,120.0,2,59.28,137.04,77.76,59.5,1.2852,54,🟢,Repeatable,1.0,ci,0.0526932,41,93.94,66.4,67.9,38.2,40.0,3.7,13.0,88a2696
d44754a0,2026-05-29T04:47:38.831481,all_codecs,meridian_120s,h265,GPU,H.265 GPU,hevc_vaapi · 2000 kbps ABR · 1080p · full pipeline,True,16.8,28.39,1982.2,Main,1920,1080,120.0,0,59.2,127.83,68.63,16.9,0.3222,16,🟢,Repeatable,1.0,ci,0.0132102,41,92.0,60.5,61.4,44.1,46.0,46.3,54.0,88a2696
d44754a0,2026-05-29T04:47:38.831481,all_codecs,meridian_120s,av1,CPU,AV1 CPU,libsvtav1 · 1500 kbps ABR · 1080p · 24 cores,True,30.9,14.63,1020.0,Main,1920,1080,120.0,0,58.94,133.07,74.13,31.0,0.6383,28,🟢,Repeatable,1.0,ci,0.0261703,41,92.44,63.6,64.6,38.8,39.0,3.3,9.0,88a2696
d44754a0,2026-05-29T04:47:38.831481,all_codecs,meridian_120s,av1,GPU,AV1 GPU,av1_vaapi · 1500 kbps ABR · 1080p · full pipeline,True,16.4,20.34,1419.3,Main,1920,1080,120.0,0,67.44,129.96,62.52,16.5,0.2866,15,🟢,Repeatable,1.0,ci,0.0117506,41,90.8,59.7,60.9,44.9,47.0,47.6,55.0,88a2696
ec47714b,2026-05-29T03:46:25.129764,all_codecs,meridian_120s,h264,CPU,H.264 CPU,libx264 · 4000 kbps ABR · 1080p · 24 cores,True,37.0,57.07,3983.8,High,1920,1080,120.0,2,106.49,138.1,31.61,37.1,0.3258,34,🟡,Early insight,0.8751,ci,0.0133578,41,93.98,66.6,68.6,37.4,40.0,5.4,20.0,88a2696
ec47714b,2026-05-29T03:46:25.129764,all_codecs,meridian_120s,h264,GPU,H.264 GPU,h264_vaapi · 4000 kbps ABR · 1080p · full pipeline,True,19.6,54.45,3800.8,High,1920,1080,120.0,1,70.98,130.18,59.2,19.7,0.324,18,🟢,Repeatable,1.0,ci,0.013284,41,92.11,61.1,61.8,44.3,47.0,48.1,55.0,88a2696
ec47714b,2026-05-29T03:46:25.129764,all_codecs,meridian_120s,h265,CPU,H.265 CPU,libx265 · 2000 kbps ABR · 1080p · 24 cores,True,59.5,28.61,1992.9,Main,1920,1080,120.0,2,58.61,137.23,78.62,59.6,1.3016,53,🟢,Repeatable,1.0,ci,0.0533656,41,93.94,66.6,68.4,38.7,41.0,4.0,20.0,88a2696
ec47714b,2026-05-29T03:46:25.129764,all_codecs,meridian_120s,h265,GPU,H.265 GPU,hevc_vaapi · 2000 kbps ABR · 1080p · full pipeline,True,17.1,28.39,1982.2,Main,1920,1080,120.0,0,60.04,126.75,66.71,17.2,0.3187,16,🟢,Repeatable,1.0,ci,0.0130667,41,92.0,60.2,60.9,44.5,47.0,45.8,54.0,88a2696
ec47714b,2026-05-29T03:46:25.129764,all_codecs,meridian_120s,av1,CPU,AV1 CPU,libsvtav1 · 1500 kbps ABR · 1080p · 24 cores,True,31.1,14.71,1025.4,Main,1920,1080,120.0,0,61.85,135.42,73.57,31.3,0.6397,29,🟢,Repeatable,1.0,ci,0.0262277,41,92.46,63.5,66.6,39.3,41.0,3.7,13.0,88a2696
ec47714b,2026-05-29T03:46:25.129764,all_codecs,meridian_120s,av1,GPU,AV1 GPU,av1_vaapi · 1500 kbps ABR · 1080p · full pipeline,True,16.3,20.34,1419.2,Main,1920,1080,120.0,0,64.75,131.69,66.94,16.4,0.3049,15,🟢,Repeatable,1.0,ci,0.0125009,41,90.8,59.2,59.6,45.3,47.0,48.6,56.0,88a2696
