dataset,hardware,vmaf_version,clip,complexity,codec,profile,encoder_kind,rung,resolution_p,target_kbps,achieved_kbps,vmaf,wh_per_min,delta_w_watts,n,confidence,source_file,notes
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,gpu_baseline,gpu,sweep,1080,3000,3004.9,69.29,0.1795,53.41,4,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,gpu_tuned,gpu,sweep,1080,3000,3002.4,65.45,0.2968,57.65,3,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,"Ryzen 9 7900 (24c CPU, libx264/libx265/libsvtav1)","v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,cpu,cpu,sweep,1080,4500,4554.6,85.47,0.5173,68.21,2,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,gpu_baseline,gpu,sweep,1080,4500,4508.2,84.64,0.1732,51.76,4,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,gpu_tuned,gpu,sweep,1080,4500,4507.4,82.91,0.2549,50.23,3,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,"Ryzen 9 7900 (24c CPU, libx264/libx265/libsvtav1)","v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,cpu,cpu,sweep,1080,6000,6070.9,93.98,0.5385,68.99,2,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,gpu_baseline,gpu,sweep,1080,6000,6016.5,92.97,0.1759,52.35,4,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,gpu_tuned,gpu,sweep,1080,6000,6016.4,92.1,0.2661,52.24,3,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,"Ryzen 9 7900 (24c CPU, libx264/libx265/libsvtav1)","v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,cpu,cpu,sweep,1080,8000,8094.0,98.29,0.5658,69.76,2,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,gpu_baseline,gpu,sweep,1080,8000,8031.9,97.83,0.1799,53.76,4,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,gpu_tuned,gpu,sweep,1080,8000,8035.6,97.62,0.2522,49.89,3,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,"Ryzen 9 7900 (24c CPU, libx264/libx265/libsvtav1)","v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,cpu,cpu,sweep,1080,11000,11127.0,99.71,0.5853,68.86,2,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,gpu_baseline,gpu,sweep,1080,11000,11051.3,99.53,0.1774,52.76,4,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,gpu_tuned,gpu,sweep,1080,11000,11051.4,99.53,0.2567,50.96,3,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,"Ryzen 9 7900 (24c CPU, libx264/libx265/libsvtav1)","v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,cpu,cpu,sweep,1080,13000,13145.0,99.89,0.6134,70.33,2,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,gpu_baseline,gpu,sweep,1080,13000,13064.1,99.77,0.1817,54.04,4,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,gpu_tuned,gpu,sweep,1080,13000,13065.5,99.81,0.2658,52.77,3,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,"Ryzen 9 7900 (24c CPU, libx264/libx265/libsvtav1)","v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,cpu,cpu,sweep,1080,15000,15162.8,99.93,0.6375,71.05,2,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,gpu_baseline,gpu,sweep,1080,15000,15071.1,99.87,0.1828,54.61,4,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h264,gpu_tuned,gpu,sweep,1080,15000,15074.3,99.9,0.2548,50.58,3,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,"Ryzen 9 7900 (24c CPU, libx264/libx265/libsvtav1)","v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,cpu,cpu,sweep,1080,1500,1518.1,64.55,0.837,68.8,1,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,gpu_baseline,gpu,sweep,1080,1500,1508.7,60.57,0.1764,52.91,4,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,gpu_tuned,gpu,sweep,1080,1500,1506.8,60.23,0.3747,46.52,2,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,"Ryzen 9 7900 (24c CPU, libx264/libx265/libsvtav1)","v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,cpu,cpu,sweep,1080,2500,2534.6,79.57,0.9202,68.73,1,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,gpu_baseline,gpu,sweep,1080,2500,2518.2,76.21,0.1751,52.3,4,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,gpu_tuned,gpu,sweep,1080,2500,2516.9,76.33,0.3826,47.5,2,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,"Ryzen 9 7900 (24c CPU, libx264/libx265/libsvtav1)","v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,cpu,cpu,sweep,1080,3500,3551.0,88.82,1.0018,69.35,1,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,gpu_baseline,gpu,sweep,1080,3500,3530.3,86.25,0.1796,53.66,4,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,gpu_tuned,gpu,sweep,1080,3500,3527.9,86.71,0.3787,47.17,2,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,"Ryzen 9 7900 (24c CPU, libx264/libx265/libsvtav1)","v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,cpu,cpu,sweep,1080,5000,5077.2,96.1,1.1026,69.88,1,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,gpu_baseline,gpu,sweep,1080,5000,5055.8,94.94,0.1816,54.25,4,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,gpu_tuned,gpu,sweep,1080,5000,5048.4,95.23,0.3872,48.23,2,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,"Ryzen 9 7900 (24c CPU, libx264/libx265/libsvtav1)","v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,cpu,cpu,sweep,1080,7000,7108.5,98.87,1.187,69.14,1,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,gpu_baseline,gpu,sweep,1080,7000,7083.1,98.88,0.1847,54.94,4,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,gpu_tuned,gpu,sweep,1080,7000,7071.2,99.07,0.393,48.79,2,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,"Ryzen 9 7900 (24c CPU, libx264/libx265/libsvtav1)","v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,cpu,cpu,sweep,1080,8500,8634.0,99.51,1.2802,70.47,1,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,gpu_baseline,gpu,sweep,1080,8500,8605.9,99.54,0.2026,60.3,4,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,gpu_tuned,gpu,sweep,1080,8500,8591.8,99.69,0.3689,45.8,2,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,"Ryzen 9 7900 (24c CPU, libx264/libx265/libsvtav1)","v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,cpu,cpu,sweep,1080,10000,10151.9,99.76,1.3406,70.77,1,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,gpu_baseline,gpu,sweep,1080,10000,10135.6,99.78,0.1815,54.21,4,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",h265,gpu_tuned,gpu,sweep,1080,10000,10113.1,99.88,0.3824,47.47,2,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,"Ryzen 9 7900 (24c CPU, libx264/libx265/libsvtav1)","v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",av1,cpu,cpu,sweep,1080,1000,1184.1,62.45,0.4588,65.81,2,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",av1,gpu_baseline,gpu,sweep,1080,1000,1181.2,50.42,0.1779,53.15,4,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",av1,gpu_tuned,gpu,sweep,1080,1000,1270.0,51.92,0.2724,52.91,3,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,"Ryzen 9 7900 (24c CPU, libx264/libx265/libsvtav1)","v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",av1,cpu,cpu,sweep,1080,1800,1454.7,67.22,0.491,68.25,2,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",av1,gpu_baseline,gpu,sweep,1080,1800,1823.5,69.81,0.1858,55.51,4,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",av1,gpu_tuned,gpu,sweep,1080,1800,1821.3,65.58,0.273,52.84,3,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,"Ryzen 9 7900 (24c CPU, libx264/libx265/libsvtav1)","v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",av1,cpu,cpu,sweep,1080,2800,2738.2,84.26,0.5209,68.44,2,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",av1,gpu_baseline,gpu,sweep,1080,2800,2831.9,83.01,0.1813,54.17,4,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",av1,gpu_tuned,gpu,sweep,1080,2800,2828.1,79.24,0.2891,55.76,3,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,"Ryzen 9 7900 (24c CPU, libx264/libx265/libsvtav1)","v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",av1,cpu,cpu,sweep,1080,4000,3970.7,92.69,0.5386,66.17,2,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",av1,gpu_baseline,gpu,sweep,1080,4000,4049.6,92.13,0.1845,54.9,4,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,RTX 5080 NVENC,"v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",av1,gpu_tuned,gpu,sweep,1080,4000,4045.6,89.54,0.2834,54.66,3,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
clean_iso_bitrate_sweep_2026-09-06,"Ryzen 9 7900 (24c CPU, libx264/libx265/libsvtav1)","v0.6.1 (default model, explicit override 2026-09-06)",readysetgo_30s,"sport (SI~38.5/TI~40.4, measured 2026-08-28)",av1,cpu,cpu,sweep,1080,6000,5926.7,97.22,0.5575,68.97,2,Repeatable,results/calibration/_staging/encode_parity_CLEAN_nvenc_24c_2026-09-06.json,"measured point; pass 1 of 2; clean protocol: active wait-for-idle (not a flat 10s sleep), baseline_elevated persisted, page cache evicted per row"
